21_TruckingRoute.txt,1017,H043GC,Nayara Petrol Pump,,,Mandal Becharaji Special Investment Zone,Mandal Becharaji Special Investment Zone,Mandal,Ahmedabad District,Gujarat,,"Viramgam Highway, Mandal Becharaji Special Investment Zone, Gujarat, 384415",,,www.nayaraenergy.com,72.031867,23.492716,72.0318780000001,23.4925460000001,TRNPMP,B486700553,1,,,
21_TruckingRoute.txt,1371,ZKTFCU,Sabarmati Gas CNG Station,,,,Becharaji,Becharaji,Mahesana District,Gujarat,,"Survey No 4, Opposite Starline Showroom, Becharaji Viramgam Highway, Becharaji, Gujarat, 384415",,,www.sabarmatigas.in,72.035332,23.492268,72.035354,23.4923430000001,TRNCNG,B81120937,2,,,
21_TruckingRoute.txt,2082,SBF364,Indian Oil Petrol Pump,,,,Becharaji,Becharaji,Mahesana District,Gujarat,,"Ground Floor, Becharaji Mehsana, Becharaji, Gujarat, 384415",,,www.iocl.com,72.0427090000001,23.496067,72.0428670000001,23.495893,TRNPMP,INTB470,3,,,
21_TruckingRoute.txt,2090,NH5ZLB,Sabarmati Gas CNG Station,,,,Becharaji,Becharaji,Mahesana District,Gujarat,,"Indian Oil Petrol Pump, Near Becharaji Temple, Bechraji, Becharaji, Gujarat, 384415",,,www.sabarmatigas.in,72.0427890000001,23.4960290000001,72.0428650000001,23.49593,TRNCNG,B81120937,4,,,
21_TruckingRoute.txt,2122,DDI422,HP Petrol Pump,,,,Becharaji,Becharaji,Mahesana District,Gujarat,,"Becharaji, Gujarat, 384415",,,www.hindustanpetroleum.com,72.0430690000001,23.496673,72.0431110000001,23.496629,TRNPMP,INTB498,5,,,
21_TruckingRoute.txt,3271,5KTEDV,Jio BP Petrol Pump,,,,Becharaji,Becharaji,Mahesana District,Gujarat,,"Survey No 599, Mehsana Highway, SH-7, Bechraji, Near Railway Crossing, Becharaji, Gujarat, 384415",,,www.reliancepetroleum.com,72.053408,23.5025450000001,72.0534270000001,23.5024340000001,TRNPMP,B486702853,6,,,
21_TruckingRoute.txt,4333,Y486CL,Bharat Petroleum Petrol Pump,,,,,Becharaji,Mahesana District,Gujarat,,"Kalri Becharaji Deesa Highway, Becharaji, Mahesana District, Gujarat, 384415",,,www.bharatpetroleum.com,72.06305,23.5064080000001,72.0630570000001,23.5064530000001,TRNPMP,INTB497,7,,,
21_TruckingRoute.txt,9950,OB7Z84,Nayara Petrol Pump,,,,,Becharaji,Mahesana District,Gujarat,,"Survey No 392, Old Survey No 337, Paiki 2, Village Chadasana, Taluka Becharaji, District Mehsana, Becharaji, Mahesana District, Gujarat, 384415",,,www.nayaraenergy.com,72.1182580000001,23.5116400000001,72.1183310000001,23.5113200000001,TRNPMP,B486700553,8,,,
21_TruckingRoute.txt,12818,2IZZIX,Indian Oil Petrol Pump,,,,,Becharaji,Mahesana District,Gujarat,,"Ground Floor, Indrap Ambala Mehsana, Becharaji, Mahesana District, Gujarat, 384415",,,www.iocl.com,72.1467730000001,23.5114850000001,72.1467700000001,23.5115420000001,TRNPMP,INTB470,9,,,
21_TruckingRoute.txt,13462,SJO3TW,Indian Oil Petrol Pump,,,,,Becharaji,Mahesana District,Gujarat,,"Ground Floor, Indrap Ambala Mehsana, Becharaji, Mahesana District, Gujarat, 384415",,,www.iocl.com,72.15297,23.512688,72.152946,23.512597,TRNPMP,INTB470,10,,,
22_TruckingRoute.txt,1017,H043GC,Nayara Petrol Pump,,,Mandal Becharaji Special Investment Zone,Mandal Becharaji Special Investment Zone,Mandal,Ahmedabad District,Gujarat,,"Viramgam Highway, Mandal Becharaji Special Investment Zone, Gujarat, 384415",,,www.nayaraenergy.com,72.031867,23.492716,72.0318780000001,23.4925460000001,TRNPMP,B486700553,1,,,
22_TruckingRoute.txt,1371,ZKTFCU,Sabarmati Gas CNG Station,,,,Becharaji,Becharaji,Mahesana District,Gujarat,,"Survey No 4, Opposite Starline Showroom, Becharaji Viramgam Highway, Becharaji, Gujarat, 384415",,,www.sabarmatigas.in,72.035332,23.492268,72.035354,23.4923430000001,TRNCNG,B81120937,2,,,
22_TruckingRoute.txt,2082,SBF364,Indian Oil Petrol Pump,,,,Becharaji,Becharaji,Mahesana District,Gujarat,,"Ground Floor, Becharaji Mehsana, Becharaji, Gujarat, 384415",,,www.iocl.com,72.0427090000001,23.496067,72.0428670000001,23.495893,TRNPMP,INTB470,3,,,
22_TruckingRoute.txt,2090,NH5ZLB,Sabarmati Gas CNG Station,,,,Becharaji,Becharaji,Mahesana District,Gujarat,,"Indian Oil Petrol Pump, Near Becharaji Temple, Bechraji, Becharaji, Gujarat, 384415",,,www.sabarmatigas.in,72.0427890000001,23.4960290000001,72.0428650000001,23.49593,TRNCNG,B81120937,4,,,
22_TruckingRoute.txt,2122,DDI422,HP Petrol Pump,,,,Becharaji,Becharaji,Mahesana District,Gujarat,,"Becharaji, Gujarat, 384415",,,www.hindustanpetroleum.com,72.0430690000001,23.496673,72.0431110000001,23.496629,TRNPMP,INTB498,5,,,
22_TruckingRoute.txt,3271,5KTEDV,Jio BP Petrol Pump,,,,Becharaji,Becharaji,Mahesana District,Gujarat,,"Survey No 599, Mehsana Highway, SH-7, Bechraji, Near Railway Crossing, Becharaji, Gujarat, 384415",,,www.reliancepetroleum.com,72.053408,23.5025450000001,72.0534270000001,23.5024340000001,TRNPMP,B486702853,6,,,
22_TruckingRoute.txt,4333,Y486CL,Bharat Petroleum Petrol Pump,,,,,Becharaji,Mahesana District,Gujarat,,"Kalri Becharaji Deesa Highway, Becharaji, Mahesana District, Gujarat, 384415",,,www.bharatpetroleum.com,72.06305,23.5064080000001,72.0630570000001,23.5064530000001,TRNPMP,INTB497,7,,,
22_TruckingRoute.txt,14687,OB8EAT,Nayara Petrol Pump,,,,,Becharaji,Mahesana District,Gujarat,,"RS 175, Village Modhera, Taluka Bechraji, District Mehsana, Becharaji, Mahesana District, Gujarat, 384412",,,www.nayaraenergy.com,72.1337790000001,23.579011,72.1335740000001,23.5792060000001,TRNPMP,B486700553,8,,,
22_TruckingRoute.txt,16216,1Z9UBL,HP Petrol Pump,,,,,Becharaji,Mahesana District,Gujarat,,"Modera, Taluka Bechraji, Becharaji, Mahesana District, Gujarat, 384412",,,www.hindustanpetroleum.com,72.1490190000001,23.5835060000001,72.148981,23.583397,TRNPMP,INTB498,9,,,
22_TruckingRoute.txt,30572,0ODEDY,Indian Oil Petrol Pump,,,,,Mahesana,Mahesana District,Gujarat,,"Ground Floor, Mehsana-Modhera Road, Nagar Mehsana, Mahesana, Mahesana District, Gujarat, 384412",,,www.iocl.com,72.2978570000001,23.6039050000001,72.2980250000001,23.6040090000001,TRNPMP,INTB470,10,,,
22_TruckingRoute.txt,35845,YNF5TC,HP Petrol Pump,,,Bansari Township,Mahesana,Mahesana,Mahesana District,Gujarat,,"Village Panchot, Bypass Cross, Radhanpur Road, Mahesana, Gujarat, 384002",,,www.hindustanpetroleum.com,72.3468790000001,23.619424,72.3468530000001,23.619353,TRNPMP,INTB498,1,,,
